// Custom Mob Skill Database
//
// Structure of Database:
// MobID,Dummy value (info only),State,SkillID,SkillLv,Rate,CastTime,Delay,Cancelable,Target,Condition type,Condition value,val1,val2,val3,val4,val5,Emotion,Chat
//
// RATE: the chance of the skill being casted when the condition is fulfilled (10000 = 100%).
// DELAY: the time (in milliseconds) before attempting to recast the same skill.
//
// STATE:
//	any (except dead) / idle (in standby) / walk (in movement) / dead (on killed) /
//	loot /attack / angry (like attack, except player has not attacked mob yet) /
//	chase (following target, after being attacked) / follow (following target,
//	without being attacked) / anytarget (attack+angry+chase+follow)
//
// TARGET:
//	target (current target) / self / friend / master / randomtarget (any enemy within skill's range)
//
//	The following are for ground-skills, a random target tile is selected from the specified area:
//	    around1 (3x3 area around self) / around2 (5x5 area around self) /
//	    around3 (7x7 area around self) / around4 (9x9 area around self) /
//	    around5 (3x3 area around target) / around6 (5x5 area around target) /
//	    around7 (7x7 area around target) / around8 (9x9 area around target) /
//	    around = around4
//
// CONDITION:
//	always			Unconditional (no condition value).
//	onspawn			When mob spawns/respawns (no condition value).
//	myhpltmaxrate		When mob's HP drops to the specified %.
//	myhpinrate		When mob's HP is in a certain % range (condition value = lower bound, val1 = upper bound).
//	mystatuson		If mob has the specified abnormality in status.
//	mystatusoff		If mob has ended the specified abnormality in status.
//	friendhpltmaxrate	When mob's friend's HP drops to the specified %.
//	friendhpinrate		When mob's friend's HP is in a certain % range (condition value = lower bound, val1 = upper bound).
//	friendstatuson		If friend has the specified abnormality in status.
//	friendstatusoff		If friend has ended the specified abnormality in status.
//	attackpcgt		When attack PCs become greater than specified number.
//	attackpcge		When attack PCs become greater than or equal to the specified number.
//	slavelt			When number of slaves is less than the original specified number.
//	slavele			When number of slaves is less than or equal to the original specified number.
//	closedattacked		When close range melee attacked (no condition value).
//	longrangeattacked	When long range attacked, ex. bows, guns, ranged skills (no condition value).
//	skillused		When the specified skill is used on the mob.
//	afterskill		After mob casts the specified skill.
//	casttargeted		When a target is in cast range (no condition value).
//	rudeattacked		When mob is rude attacked (no condition value).
//	mobnearbygt		When monsters in range become greater than specified number.
//	groundattacked		When mob is hit by ground targeted skill (no condition value).
//	damagedgt		When single attack deals greater damage than specified number.
//	alchemist		When mob has a special AI, is not trickcasting, and is wounded (no condition value).
//	trickcasting		Used once mob started moving through NPC_RANDOMMOVE until disabled (no condition value).
//
//	Status abnormalities specified through the statuson/statusoff system:
//	    anybad (any type of state change) / stone / freeze / stun / sleep /
//	    poison / curse / silence / confusion / blind / hiding / sight (unhidden)
//
// Note: if a negative MobID is provided, the skill will be treated as 'global':
//	-1: added for all boss types.
//	-2: added for all normal types.
//	-3: added for all mobs.


// MobID,Dummy value (info only),State,SkillID,SkillLv,Rate,CastTime,Delay,Cancelable,Target,Condition type,Condition value,val1,val2,val3,val4,val5,Emotion,Chat

// Faceworm Add
20789,Retribution@NPC_CURSEATTACK,chase,181,5,500,800,5000,no,target,always,,,,,,,,
20789,Retribution@NPC_DARKBREATH,attack,202,5,500,800,5000,no,target,always,,,,,,,,
20789,Retribution@NPC_DARKBREATH,chase,202,5,500,800,5000,no,target,always,,,,,,,,
20789,Retribution@NPC_DARKCROSS,attack,338,5,500,700,5000,no,target,always,,,,,,,,
20789,Retribution@NPC_DARKCROSS,chase,338,5,500,700,5000,no,target,always,,,,,,,,
20789,Retribution@NPC_DARKNESSATTACK,attack,190,5,500,500,5000,no,target,always,,,,,,,,
20789,Retribution@NPC_DARKNESSATTACK,chase,190,5,500,500,5000,no,target,always,,,,,,,,
20789,Retribution@NPC_GRANDDARKNESS,attack,339,9,500,1000,5000,no,self,myhpltmaxrate,80,,,,,,,
20789,Retribution@NPC_GRANDDARKNESS,chase,339,9,500,1000,5000,no,self,myhpltmaxrate,80,,,,,,,
20790,Shelter@NPC_HOLYATTACK,attack,189,5,500,500,5000,no,target,always,0,,,,,,,
20790,Shelter@NPC_HOLYATTACK,chase,189,5,500,500,5000,no,target,always,0,,,,,,,
20790,Shelter@NPC_DARKTHUNDER,attack,341,5,500,1500,5000,yes,target,always,0,,,,,,,
20790,Shelter@NPC_DARKTHUNDER,chase,341,5,500,1500,5000,yes,target,always,0,,,,,,,
20790,Shelter@NPC_DARKNESSATTACK,attack,190,5,500,500,5000,no,target,always,,,,,,,,
20790,Shelter@NPC_DARKNESSATTACK,chase,190,5,500,500,5000,no,target,always,,,,,,,,
20790,Shelter@NPC_BLINDATTACK,attack,177,5,2000,0,5000,yes,target,always,0,,,,,,,
20790,Shelter@NPC_BLINDATTACK,chase,177,5,2000,0,5000,yes,target,always,0,,,,,,,
20790,Shelter@AS_VENOMDUST,idle,140,5,2000,0,10000,yes,randomtarget,always,0,,,,,,,
20790,Shelter@AS_VENOMDUST,attack,140,5,2000,0,10000,yes,target,always,0,,,,,,,
20791,Solace@NPC_HOLYATTACK,attack,189,5,500,500,5000,no,target,always,0,,,,,,18,
20791,Solace@NPC_HOLYATTACK,chase,189,5,500,500,5000,no,target,always,0,,,,,,18,
20791,Solace@CR_GRANDCROSS,chase,254,10,500,1000,5000,no,self,always,0,,,,,,,
20791,Solace@CR_GRANDCROSS,attack,254,10,500,1000,5000,no,self,always,0,,,,,,,
20791,Solace@CR_GRANDCROSS,chase,254,5,2000,0,5000,no,self,always,0,,,,,,,
20791,Solace@CR_GRANDCROSS,attack,254,5,2000,0,5000,no,self,always,0,,,,,,,
20791,Solace@MG_NAPALMBEAT,attack,11,5,1000,0,5000,yes,target,always,0,,,,,,,
20791,Solace@MG_NAPALMBEAT,chase,11,5,1000,0,1000,yes,target,always,0,,,,,,,
20792,Anger of Thanatos@NPC_PIERCINGATT,attack,158,5,500,0,5000,yes,target,always,0,,,,,,,
20792,Anger of Thanatos@NPC_PIERCINGATT,chase,158,5,500,0,5000,yes,target,always,0,,,,,,,
20792,Anger of Thanatos@NPC_DARKNESSATTACK,attack,190,5,500,500,5000,no,target,always,,,,,,,,
20792,Anger of Thanatos@NPC_DARKNESSATTACK,chase,190,5,500,500,5000,no,target,always,,,,,,,,
20792,Anger of Thanatos@NPC_TELEKINESISATTACK,attack,191,5,500,0,5000,yes,target,always,0,,,,,,,
20792,Anger of Thanatos@NPC_TELEKINESISATTACK,chase,191,5,500,0,5000,yes,target,always,0,,,,,,,
20793,Horror of Thanatos@NPC_MAGICALATTACK,chase,192,1,2000,800,5000,no,target,always,0,,,,,,,
20793,Horror of Thanatos@NPC_MAGICALATTACK,attack,192,1,2000,800,5000,no,target,always,0,,,,,,,
20793,Horror of Thanatos@NPC_MENTALBREAKER,attack,159,5,500,800,5000,no,target,always,0,,,,,,,
20793,Horror of Thanatos@NPC_MENTALBREAKER,chase,159,5,500,800,5000,no,target,always,0,,,,,,,
20793,Horror of Thanatos@NPC_HELMBRAKE,attack,345,10,2000,0,5000,no,target,always,0,,,,,,,
20793,Horror of Thanatos@NPC_HELMBRAKE,chase,345,10,2000,0,5000,no,target,always,0,,,,,,,
20793,Horror of Thanatos@NPC_DARKTHUNDER,attack,341,5,500,1500,5000,yes,target,always,0,,,,,,,
20793,Horror of Thanatos@NPC_DARKTHUNDER,chase,341,5,500,1500,5000,yes,target,always,0,,,,,,,
20794,Resentment of Thanatos@AS_SONICBLOW,attack,136,10,2000,0,5000,no,target,always,0,,,,,,,
20794,Resentment of Thanatos@AS_SONICBLOW,chase,136,10,2000,0,5000,no,target,always,0,,,,,,,
20794,Resentment of Thanatos@NPC_DARKSTRIKE,attack,340,10,2000,0,5000,yes,target,always,0,,,,,,,
20794,Resentment of Thanatos@NPC_DARKSTRIKE,chase,340,10,2000,0,5000,yes,target,always,0,,,,,,,
20794,Resentment of Thanatos@NPC_TELEKINESISATTACK,attack,191,5,500,0,5000,yes,target,always,0,,,,,,,
20794,Resentment of Thanatos@NPC_TELEKINESISATTACK,chase,191,5,500,0,5000,yes,target,always,0,,,,,,,
20795,Regret of Thanatos@NPC_ARMORBRAKE,attack,344,10,2000,500,300000,no,target,always,0,,,,,,,
20795,Regret of Thanatos@NPC_ARMORBRAKE,chase,344,10,2000,500,300000,no,target,always,0,,,,,,,
20795,Regret of Thanatos@AS_SONICBLOW,attack,136,10,2000,0,5000,no,target,always,0,,,,,,,
20795,Regret of Thanatos@AS_SONICBLOW,angry,136,10,2000,0,5000,no,target,always,0,,,,,,,
20795,Regret of Thanatos@NPC_DARKSTRIKE,attack,340,9,2000,0,5000,yes,target,always,0,,,,,,,
20795,Regret of Thanatos@NPC_DARKSTRIKE,chase,340,9,2000,0,5000,yes,target,always,0,,,,,,,
20795,Regret of Thanatos@NPC_TELEKINESISATTACK,attack,191,5,500,0,5000,yes,target,always,0,,,,,,,
20795,Regret of Thanatos@NPC_TELEKINESISATTACK,chase,191,5,500,0,5000,yes,target,always,0,,,,,,,
20796,Odium of Thanatos@NPC_PIERCINGATT,attack,158,5,500,0,5000,yes,target,always,0,,,,,,,
20796,Odium of Thanatos@NPC_PIERCINGATT,chase,158,5,500,0,5000,yes,target,always,0,,,,,,,
20796,Odium of Thanatos@NPC_DARKNESSATTACK,attack,190,5,500,500,5000,no,target,always,,,,,,,,
20796,Odium of Thanatos@NPC_DARKNESSATTACK,chase,190,5,500,500,5000,no,target,always,,,,,,,,
20796,Odium of Thanatos@NPC_TELEKINESISATTACK,attack,191,5,500,0,5000,yes,target,always,0,,,,,,,
20796,Odium of Thanatos@NPC_TELEKINESISATTACK,chase,191,5,500,0,5000,yes,target,always,0,,,,,,,
20796,Odium of Thanatos@NPC_POWERUP,attack,349,5,2000,0,50000,yes,self,always,0,,,,,,,
20796,Odium of Thanatos@NPC_POWERUP,attack,349,2,2000,0,10000,yes,self,onspawn,,,,,,,,
20797,Despero of Thanatos@NPC_TELEKINESISATTACK,attack,191,5,500,0,5000,yes,target,always,0,,,,,,,
20797,Despero of Thanatos@NPC_TELEKINESISATTACK,chase,191,5,500,0,5000,yes,target,always,0,,,,,,,
20797,Despero of Thanatos@NPC_FIREATTACK,attack,186,3,500,500,5000,no,target,always,0,,,,,,,
20797,Despero of Thanatos@NPC_FIREATTACK,chase,186,3,500,500,5000,no,target,always,0,,,,,,,
20797,Despero of Thanatos@WZ_SIGHTRASHER,attack,81,10,2000,0,5000,yes,self,always,0,,,,,,,
20797,Despero of Thanatos@NPC_CRITICALSLASH,attack,170,1,500,500,5000,no,target,always,0,,,,,,,
20797,Despero of Thanatos@NPC_CRITICALSLASH,angry,170,1,500,500,5000,no,target,always,0,,,,,,,
20797,Despero of Thanatos@NPC_STUNATTACK,attack,179,2,500,1500,5000,no,target,always,0,,,,,,,
20797,Despero of Thanatos@NPC_STUNATTACK,angry,179,2,500,1500,5000,no,target,always,0,,,,,,,
20797,Despero of Thanatos@NPC_SHIELDBRAKE,attack,346,10,2000,0,5000,yes,target,always,0,,,,,,,
20797,Despero of Thanatos@NPC_SHIELDBRAKE,angry,346,10,2000,0,5000,yes,target,always,0,,,,,,,
20797,Despero of Thanatos@NPC_AGIUP,attack,350,5,1000,0,60000,yes,self,always,0,,,,,,,
20797,Despero of Thanatos@NPC_AGIUP,attack,350,5,2000,0,10000,yes,self,myhpltmaxrate,60,,,,,,,
20797,Despero of Thanatos@SM_PROVOKE,attack,6,5,500,0,5000,yes,target,always,0,,,,,,,
20797,Despero of Thanatos@SM_PROVOKE,chase,6,5,1000,0,5000,yes,target,always,0,,,,,,,
20798,Maero of Thanatos@NPC_ARMORBRAKE,attack,344,10,2000,500,300000,no,target,always,0,,,,,,,
20798,Maero of Thanatos@NPC_ARMORBRAKE,chase,344,10,2000,500,300000,no,target,always,0,,,,,,,
20798,Maero of Thanatos@AS_SONICBLOW,attack,136,10,2000,0,5000,no,target,always,0,,,,,,,
20798,Maero of Thanatos@AS_SONICBLOW,angry,136,10,2000,0,5000,no,target,always,0,,,,,,,
20798,Maero of Thanatos@NPC_DARKSTRIKE,chase,340,9,2000,0,5000,yes,target,always,0,,,,,,,
20798,Maero of Thanatos@NPC_DARKSTRIKE,attack,340,9,2000,0,5000,yes,target,always,0,,,,,,,
20798,Maero of Thanatos@NPC_TELEKINESISATTACK,attack,191,5,500,0,5000,yes,target,always,0,,,,,,,
20798,Maero of Thanatos@NPC_TELEKINESISATTACK,chase,191,5,500,0,5000,yes,target,always,0,,,,,,,
20799,Dolor of Thanatos@NPC_MAGICALATTACK,chase,192,1,2000,800,5000,no,target,always,0,,,,,,,
20799,Dolor of Thanatos@NPC_MAGICALATTACK,attack,192,1,2000,800,5000,no,target,always,0,,,,,,,
20799,Dolor of Thanatos@NPC_MENTALBREAKER,attack,159,1,500,800,5000,no,target,always,0,,,,,,,
20799,Dolor of Thanatos@NPC_MENTALBREAKER,chase,159,1,500,800,5000,no,target,always,0,,,,,,,
20799,Dolor of Thanatos@NPC_DARKTHUNDER,attack,341,3,500,1500,5000,yes,target,always,0,,,,,,,
20799,Dolor of Thanatos@NPC_DARKTHUNDER,chase,341,3,500,1500,5000,yes,target,always,0,,,,,,,
20799,Dolor of Thanatos@AL_DECAGI,chase,30,48,2000,0,10000,yes,target,always,0,,,,,,,
20799,Dolor of Thanatos@AL_DECAGI,attack,30,48,2000,0,10000,yes,target,always,0,,,,,,,
20800,Observation@NPC_CURSEATTACK,attack,181,5,2000,0,5000,no,target,always,0,,,,,,,
20800,Observation@NPC_CURSEATTACK,chase,181,5,2000,0,5000,no,target,always,0,,,,,,,
20800,Observation@NPC_HOLYATTACK,attack,189,5,500,500,5000,no,target,always,0,,,,,,,
20800,Observation@NPC_HOLYATTACK,chase,189,5,500,500,5000,no,target,always,0,,,,,,,
20800,Observation@MG_SAFETYWALL,attack,12,10,3000,0,10000,yes,self,always,0,,,,,,,
20800,Observation@WZ_JUPITEL,attack,84,10,2000,0,5000,yes,target,always,0,,,,,,,
20800,Observation@WZ_JUPITEL,chase,84,10,2000,0,5000,yes,target,always,0,,,,,,,
20800,Observation@AL_HEAL,idle,28,11,10000,0,5000,yes,friend,friendhpltmaxrate,70,,,,,,,
20800,Observation@AL_HEAL,idle,28,11,10000,0,5000,yes,self,myhpltmaxrate,70,,,,,,,


30002,Antonio@AL_TELEPORT,any,26,1,1000,0,30000,yes,self,always,0,,,,,,29,
30002,Antonio@NPC_RUN,any,354,1,10000,0,0,yes,self,always,0,,,,,,26,
30002,ILL_ASSULTER@TF_BACKSLIDING,any,150,1,10000,0,5000,no,self,always,0,,,,,,,
30002,MD_KING_PORING@AL_DECAGI,any,30,10,10000,1000,10000,yes,target,always,0,,,,,,,65

30003,Antonio@AL_TELEPORT,any,26,1,1000,0,30000,yes,self,always,0,,,,,,29,
30003,Antonio@NPC_RUN,any,354,1,10000,0,0,yes,self,always,0,,,,,,26,
30003,ILL_ASSULTER@TF_BACKSLIDING,any,150,1,10000,0,5000,no,self,always,0,,,,,,,
30003,MD_KING_PORING@AL_DECAGI,any,30,10,10000,1000,10000,yes,target,always,0,,,,,,,65

//Biolab Class 4
//30006,Eremes Guille@AS_CLOAKING,chase,135,1,2000,200,5000,no,self,always,,,,,,,,
//30006,Eremes Guille@AS_CLOAKING,idle,135,1,2000,200,5000,no,self,always,,,,,,,,
//30006,Eremes Guille@AS_GRIMTOOTH,chase,137,5,10000,500,0,no,target,skillused,18,,,,,,6,
//30006,Eremes Guille@AS_GRIMTOOTH,chase,137,5,2000,0,0,no,target,always,,,,,,,,
//30006,Eremes Guille@AS_GRIMTOOTH,idle,137,5,10000,0,3000,no,randomtarget,always,,,,,,,,
//30006,Eremes Guille@GC_CROSSIMPACT,chase,2022,5,10000,250,10000,no,target,always,,,,,,,6,
//30006,Eremes Guille@GC_CROSSIMPACT,attack,2022,5,800,1000,10000,no,target,always,,,,,,,6,
//30006,Eremes Guille@SHC_SHADOW_STAB,attack,5291,3,1500,250,50000,no,target,always,,,,,,,29,
//30006,Eremes Guille@SHC_POTENT_VENOM,idle,5290,5,10000,1000,175000,no,self,always,,,,,,,29,
//30006,Eremes Guille@ASC_BREAKER,chase,379,10,1500,250,10000,no,target,always,,,,,,,,
//30006,Eremes Guille@SHC_SAVAGE_IMPACT,chase,5287,5,1500,250,10000,no,target,always,,,,,,,,
//30006,Eremes Guille@SHC_DANCING_KNIFE,attack,5286,3,1500,250,10000,no,self,always,,,,,,,,
//30006,Eremes Guille@ASC_METEORASSAULT,attack,406,10,1500,1000,10000,no,self,always,,,,,,,,
//30006,Eremes Guille@SHC_IMPACT_CRATER,attack,5292,5,1500,1000,10000,no,self,always,,,,,,,,
//30006,Eremes Guille@NPC_LEASH,attack,747,5,5000,250,40000,no,target,longrangeattacked,0,,,,,,30,
//30006,Eremes Guille@NPC_MAXPAIN,attack,716,9,1000,1000,60000,no,self,myhpltmaxrate,30,,,,,,,
//30006,Eremes Guille@NPC_MAXPAIN,idle,716,3,10000,1000,10000,no,self,rudeattacked,,,,,,,19,
//30006,Eremes Guille@NPC_POISONATTACK,attack,188,4,800,500,10000,no,target,always,,,,,,,,
//30006,Eremes Guille@NPC_VENOMIMPRESS,attack,738,3,1500,500,30000,no,target,always,,,,,,,,
//30006,Eremes Guille@SHC_CROSS_SLASH,attack,6511,3,1500,1000,10000,no,target,always,,,,,,,,
//30006,Eremes Guille@SHC_ENCHANTING_SHADOW,attack,5293,5,10000,1000,180000,no,self,always,,,,,,,,
//30006,Eremes Guille@SHC_ETERNAL_SLASH,attack,5289,3,1500,0,0,no,target,always,,,,,,,,
//30006,Eremes Guille@SHC_FATAL_SHADOW_CROW,attack,5294,5,1500,1000,10000,no,target,always,,,,,,,,
//30007,Margaretha Sorin@CD_DILECTIO_HEAL,chase,5280,9,2000,0,2000,yes,friend,friendhpltmaxrate,99,,,,,,3,
//30007,Margaretha Sorin@CD_DILECTIO_HEAL,chase,5280,9,2000,0,2000,yes,self,myhpltmaxrate,99,,,,,,3,
//30007,Margaretha Sorin@CD_DILECTIO_HEAL,idle,5280,9,2000,0,2000,yes,self,myhpltmaxrate,99,,,,,,3,
//30007,Margaretha Sorin@CD_ARBITRIUM,attack,5273,5,1500,700,10000,no,target,always,0,,,,,,7,
//30007,Margaretha Sorin@AL_DECAGI,chase,30,10,1500,0,10000,yes,target,always,,,,,,,,
//30007,Margaretha Sorin@AL_INCAGI,attack,29,10,1500,0,240000,yes,self,always,,,,,,,2,
//30007,Margaretha Sorin@AL_PNEUMA,attack,25,1,5000,0,10000,yes,self,longrangeattacked,,,,,,,19,
//30007,Margaretha Sorin@AL_PNEUMA,idle,25,1,10000,0,0,yes,self,longrangeattacked,,,,,,,,
//30007,Margaretha Sorin@CD_FRAMEN,attack,5284,3,1500,500,10000,no,target,always,0,,,,,,16,
//30007,Margaretha Sorin@CD_PETITIO,attack,5283,5,2000,0,0,no,target,always,0,,,,,,6,
//30007,Margaretha Sorin@CD_PNEUMATICUS_PROCELLA,chase,5279,5,10000,1500,10000,no,target,always,0,,,,,,17,
//30007,Margaretha Sorin@CD_PRESENS_ACIES,idle,5275,5,10000,0,30000,yes,friend,friendhpltmaxrate,100,,,,,,,
//30007,Margaretha Sorin@CD_RELIGIO,idle,5281,5,10000,0,30000,yes,friend,friendhpltmaxrate,100,,,,,,,
//30007,Margaretha Sorin@CD_BENEDICTUM,idle,5282,5,10000,0,30000,yes,friend,friendhpltmaxrate,100,,,,,,,
//30007,Margaretha Sorin@HP_ASSUMPTIO,idle,361,5,10000,1000,10000,no,friend,friendhpltmaxrate,100,,,,,,,
//30007,Margaretha Sorin@CD_ARGUTUS_VITA,idle,5271,5,10000,0,30000,yes,friend,friendhpltmaxrate,100,,,,,,,
//30007,Margaretha Sorin@CD_EFFLIGO,attack,5277,5,1500,250,10000,no,target,always,0,,,,,,31,
//30007,Margaretha Sorin@CD_ARGUTUS_TELUM,idle,5272,5,10000,0,30000,yes,friend,friendhpltmaxrate,100,,,,,,,
//30007,Margaretha Sorin@CD_PNEUMATICUS_PROCELLA,attack,5279,5,1500,1500,10000,no,target,always,0,,,,,,17,
//30007,Margaretha Sorin@CD_DIVINUS_FLOS,attack,6518,3,1500,500,10000,no,target,always,0,,,,,,32,
//30007,Margaretha Sorin@CD_MEDIALE_VOTUM,idle,5269,5,10000,0,10000,yes,friend,friendhpltmaxrate,100,,,,,,,
//30007,Margaretha Sorin@CD_PRESENS_ACIES,idle,5275,5,10000,0,30000,yes,self,always,,,,,,,,
//30007,Margaretha Sorin@CD_ARGUTUS_VITA,idle,5271,5,10000,0,30000,yes,self,always,,,,,,,,
//30007,Margaretha Sorin@CD_ARGUTUS_TELUM,idle,5272,5,10000,0,30000,yes,self,always,,,,,,,,
//30007,Margaretha Sorin@HP_ASSUMPTIO,idle,361,5,10000,1000,10000,no,self,always,,,,,,,,
//30007,Margaretha Sorin@CD_COMPETENTIA,attack,5278,5,10000,1000,60000,no,self,always,,,,,,,,
//30007,Margaretha Sorin@CD_RELIGIO,idle,5281,5,10000,0,30000,yes,self,always,,,,,,,,
//30007,Margaretha Sorin@CD_BENEDICTUM,idle,5282,5,10000,0,30000,yes,self,always,,,,,,,,
//30007,Margaretha Sorin@CD_MEDIALE_VOTUM,idle,5269,5,10000,0,10000,yes,self,always,,,,,,,,
//30007,Margaretha Sorin@MG_SAFETYWALL,attack,12,10,800,0,10000,yes,self,always,,,,,,,,
//30007,Margaretha Sorin@NPC_CHEAL,attack,729,5,1500,500,3000,yes,friend,friendhpltmaxrate,99,,,,,,3,
//30007,Margaretha Sorin@NPC_CHEAL,attack,729,5,1500,500,3000,yes,self,myhpltmaxrate,99,,,,,,3,
//30007,Margaretha Sorin@NPC_CHEAL,idle,729,5,2000,500,2000,yes,friend,friendhpltmaxrate,99,,,,,,3,
//30007,Margaretha Sorin@NPC_HOLYATTACK,attack,189,10,800,500,10000,yes,target,always,,,,,,,,
//30007,Margaretha Sorin@NPC_LEX_AETERNA,attack,727,2,2000,0,5000,no,target,always,,,,,,,,
//30007,Margaretha Sorin@NPC_MAXPAIN,chase,716,9,5000,0,60000,no,self,longrangeattacked,,,,,,,19,
//30007,Margaretha Sorin@NPC_MAXPAIN,idle,716,3,10000,1000,10000,no,self,rudeattacked,,,,,,,19,
//30007,Margaretha Sorin@NPC_WIDESILENCE2,attack,757,2,2000,1000,10000,no,self,always,,,,,,,,
//30007,Margaretha Sorin@PR_LEXAETERNA,attack,78,1,800,0,10000,yes,target,always,,,,,,,29,
//30007,Margaretha Sorin@PR_LEXAETERNA,chase,78,1,800,0,10000,yes,target,always,,,,,,,29,
//30008,Kathryne Keyron@AG_CLIMAX,idle,5232,3,10000,1000,300000,no,self,always,0,,,,,,,
//30008,Kathryne Keyron@AG_FLORAL_FLARE_ROAD,attack,5229,5,2000,250,10000,no,target,always,,,,,,,,
//30008,Kathryne Keyron@AG_CRIMSON_ARROW,chase,5235,5,2000,500,10000,no,target,always,,,,,,,,
//30008,Kathryne Keyron@WL_TELEKINESIS_INTENSE,idle,5012,5,10000,1000,60000,no,self,always,0,,,,,,,
//30008,Kathryne Keyron@AG_FROZEN_SLASH,attack,5237,5,2000,1000,10000,no,self,always,,,,,,,,
//30008,Kathryne Keyron@AG_CRYSTAL_IMPACT,chase,5225,3,2000,500,10000,no,self,always,,,,,,,,
//30008,Kathryne Keyron@AG_TORNADO_STORM,attack,5227,5,2000,500,10000,no,target,always,,,,,,,,
//30008,Kathryne Keyron@AG_STORM_CANNON,chase,5234,5,2000,500,10000,no,target,always,,,,,,,,
//30008,Kathryne Keyron@AG_CRIMSON_ARROW,attack,5235,5,2000,250,10000,no,target,always,,,,,,,,
//30008,Kathryne Keyron@AG_FLORAL_FLARE_ROAD,chase,5229,5,2000,500,10000,no,target,always,,,,,,,,
//30008,Kathryne Keyron@AG_CRYSTAL_IMPACT,attack,5225,5,2000,1000,10000,no,self,always,,,,,,,,
//30008,Kathryne Keyron@AG_FROZEN_SLASH,chase,5237,3,2000,500,10000,no,self,always,,,,,,,,
//30008,Kathryne Keyron@AG_ROCK_DOWN,attack,5233,2,2000,800,10000,no,target,always,,,,,,,,
//30008,Kathryne Keyron@AG_STRANTUM_TREMOR,chase,5221,5,2000,800,10000,no,target,always,,,,,,,,
//30008,Kathryne Keyron@AG_STORM_CANNON,attack,5234,5,2000,500,10000,no,target,always,,,,,,,,
//30008,Kathryne Keyron@AG_TORNADO_STORM,chase,5227,5,2000,500,10000,no,target,always,,,,,,,,
//30008,Kathryne Keyron@AG_STRANTUM_TREMOR,attack,5221,2,2000,800,10000,no,target,always,,,,,,,,
//30008,Kathryne Keyron@AG_ROCK_DOWN,chase,5233,5,2000,800,10000,no,target,always,,,,,,,,
//30008,Kathryne Keyron@WL_RECOGNIZEDSPELL,idle,2206,5,10000,250,180000,no,self,always,0,,,,,,,
//30008,Kathryne Keyron@WL_SOULEXPANSION,chase,2202,5,2000,500,10000,no,target,always,,,,,,,,
//30008,Kathryne Keyron@MG_FIREWALL,chase,18,10,2000,500,10000,no,target,always,,,,,,,,
//30008,Kathryne Keyron@AG_ALL_BLOOM,chase,5222,5,2000,500,10000,no,target,always,,,,,,,,
//30008,Kathryne Keyron@MG_SAFETYWALL,attack,12,10,2000,0,10000,yes,self,always,,,,,,,,
//30008,Kathryne Keyron@MG_SIGHT,idle,10,1,1500,0,10000,yes,self,always,,,,,,,,
//30008,Kathryne Keyron@AG_ASTRAL_STRIKE,attack,5230,5,3000,1000,60000,no,target,always,0,,,,,,,
//30008,Kathryne Keyron@AG_SOUL_VC_STRIKE,attack,5220,3,2000,500,10000,no,target,always,,,,,,,,
//30008,Kathryne Keyron@AG_SOUL_VC_STRIKE,chase,5220,3,2000,500,10000,no,target,always,,,,,,,,
//30008,Kathryne Keyron@AG_MYSTERY_ILLUSION,attack,5217,5,2000,500,10000,no,target,always,,,,,,,,
//30008,Kathryne Keyron@NPC_WIDEFREEZE2,attack,763,3,2000,1000,10000,no,self,always,,,,,,,,
//30008,Kathryne Keyron@NPC_WIDELEASH,idle,748,5,10000,250,5000,no,self,rudeattacked,0,,,,,,30,
//30008,Kathryne Keyron@AG_VIOLENT_QUAKE,attack,5218,2,2000,800,10000,no,target,always,,,,,,,,
//30008,Kathryne Keyron@AG_VIOLENT_QUAKE,chase,5218,5,2000,800,10000,no,target,always,,,,,,,,
//30008,Kathryne Keyron@HW_MAGICPOWER,attack,366,10,10000,250,60000,no,self,always,0,,,,,,,
//30008,Kathryne Keyron@WL_TETRAVORTEX,attack,2217,2,2000,1000,10000,no,target,always,,,,,,,,
//30008,Kathryne Keyron@AG_ALL_BLOOM,attack,5222,5,2000,250,10000,no,target,always,,,,,,,,
//30008,Kathryne Keyron@AG_DESTRUCTIVE_HURRICANE,attack,5215,5,2000,500,10000,no,self,always,,,,,,,,
//30008,Kathryne Keyron@AG_DESTRUCTIVE_HURRICANE,chase,5215,5,2000,500,10000,no,self,always,,,,,,,,
//30008,Kathryne Keyron@WZ_QUAGMIRE,chase,92,5,2000,500,10000,no,target,always,,,,,,,,
//30008,Kathryne Keyron@WZ_SIGHTRASHER,attack,81,10,2000,500,10000,no,self,always,,,,,,,,
//30008,Kathryne Keyron@AG_RAIN_OF_CRYSTAL,attack,5216,5,2000,1000,10000,no,self,always,,,,,,,,
//30008,Kathryne Keyron@AG_RAIN_OF_CRYSTAL,chase,5216,3,2000,500,10000,no,self,always,,,,,,,,
//30008,Kathryne Keyron@NPC_DEADLYCURSE,attack,776,1,10000,500,15000,no,target,always,0,,,,,,,
//30009,Cecil Damon@WH_WILD_WALK,attack,6520,5,2000,250,10000,no,target,always,0,,,,,,,
//30009,Cecil Damon@WH_WIND_SIGN,chase,5324,5,10000,250,60000,no,target,always,0,,,,,,,
//30009,Cecil Damon@WH_GALESTORM,attack,5330,5,800,500,3000,no,target,always,,,,,,,6,
//30009,Cecil Damon@WH_CRESCIVE_BOLT,attack,5334,5,3000,500,3000,no,target,always,,,,,,,6,
